id;sentiment;message
222;;Bonjour @Essones  Avez-vous eu la réponse à votre interrogation?. Si vous souhaitez de l'aide merci de me donner vos coordonnées (nom, adresse, numéro de téléphone) en message privé Cordialement.
223;;@Gyzmo14_ tic tac, tic tac   ==================================== cordialement coolbreeze
224;;"Merci @coolbreeze_, en principe pour le raccordement il ne devrait pas y avoir de problmes sachant que c'est un immeuble neuf, que mon appart est collé à la colonne o arrive la Fibre. En plus je souhaite juste qu'il fasse venir la Fibre au niveau du compteur là o se trouve ma Livebox. Mais bon, on ne sait jamais... Je préfre tre prudent !!    Sinon pour le ""record"", en tout cas mon PC fixe (que j'ai monté moi mme) en a assez dans le ventre pour gérer un tel débit (SSD, carte réseau 1Gb/s etc...). Maintenant à voir si j'aurai le mme débit que toi, mme si c'est pas le 1Gb/s je t'avoue que je serai totalement satisfait !! ^^  ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s)."
225;;@Gyzmo14_Toc toc toc, c'est votre pour raccordement fibre lol ==================================== cordialement coolbreeze
226;;Quelle chance ! ) Dites moi, je me suis renseigné et j'aimerai avoir une confirmation. Il semblerai que les deux mois de délai légal d'accord du syndic commence à la signature en AG. Lorsque Orange a reu l'accord du syndic il n'y a plus de délais d'attente légal, si ?! La dame au num 08.... M'a dit que pour ma part, Orange a reu l'accord syndic le 7 janvier et que pour elle, elle ne voit pas d'autre délai à attendre sinon le délai des travaux..
227;;Normalement il y a deux mois o le syndic peut se rétracter... ==================================== cordialement coolbreeze
228;;Ok merci!
229;;Je peux le dire enfin, j'ai la Fibre !! Je suis le plus heureux des geeks ! ^^    ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
230;;@Gyzmo14_bonjour ! Merci pour votre partage d'expérience ! Si je reprends votre premier message, les délais ont été respectés jour pour jour. Bonne Fibre à vous :-)
231;;Je vous en prie, voici comme promis les récapitulatif des étapes sachant que la convention avait été envoyée à mon syndic en janvier 2015.   03/09/15 : Signature de la convention lors de l'Assemblée Générale. 04/11/15 : Confirmation par Orange (au téléphone) que l'accord du syndic a été validé. (il faut patienter 2 mois aprs signature pour la validation) 09/11/15 : Des techniciens sont venus faire la pré-étude pour le raccordement. 05/01/16 : Début des travaux dans l'immeuble. 07/01/16 : Fin des travaux et pose de la pancarte dans le hall indiquant que l'immeuble est fibré par Orange. 20/01/16 : Souscription possible à une offre Fibre. 21/01/16 : Intervention du technicien à mon domicile pour l'installation de la Fibre.     Je n'ai plus qu'à profiter !!!   ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
232;;"@Gyzmo14 : C'est une excellente nouvelle, joli test de débit ! @coolbreeze reste trs légrement devant ;-) Franois"
233;;De meme pour moi fibre installe sans aucun soucis!   pour le test sur mon pietre ordinateur portable, ca ne devrait pas trop donner le reel potentiel!
234;;Bonjour à tous,   Aprs une éligibilité longtemps attendue, celle-ci est intervenue le 11 janvier. J'ai immédiatement souscrit une offre et j'ai obtenu un rdv technicien pour le 19 janvier.   Manque de chance, je reois quelques jours plus tard un texto m'informant que le réseau fibre est saturé et que mon rdv est reporté. C'est bizarre que le réseau soit déjà saturé, j'habite une zone pavillonnaire o seulement quelques maisons viennent d'tre éligibles.   En appelant le numéro joint, on me précise qu'ils doivent attendre la pose de coupleurs pour pallier la saturation du réseau mais ils se savent pas quand cela sera fait.   Quelqu'un a-t-il déjà eu ce souci? Savez-vous combien de temps cela peut-il mettre?   Merci
235;;Yesssss ==================================== cordialement coolbreeze
236;;Je vais sans doute devoir contacter le service technique pour le service TV, je dois recevoir la nouvelle carte demain en point relais mais le technicien m'en a donné une qu'il a normalement activé (sous mes yeux) et m'a dit que je n'avais plus besoin de la nouvelle. Mais hélas le service n'est pas activé malgré une réinitialisation comme il me l'a expliqué (il ne pouvait pas le faire lui mme car mon fils de 2 mois dormait dans la pice o se trouvait le décodeur ^^). Sachant qu'en plus ma commande en principe devait tre finalisée que mardi prochain (date à laquelle le technicien devait venir initialement).  ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
237;;s'en fous de la télé    change ta signature @Gyzmo14_ lol ==================================== cordialement coolbreeze
238;;Bonjour @FrancoisP_, serait il possible que je vous envoi un message privé afin de regarder ce qui se passe pour ma belle soeur ? Elle habite le mme quartier, son immeuble est fibré depuis mi-novembre mais toujours pas éligible... J'ai contacté le service fibre il y a deux jours, on devait me rappeler mais j'attends encore... ^^      Merci d'avance.  ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
239;;"@Gyzmo14  Je n'avais pas vu votre message précédent le 18/01 pour votre belle sÏur. J'attends les précisions en message privé pour faire le point sur son éligibilité fibre. J'espre qu'il s'agira d'une belle occasion de profiter du parrainage ;-) à bientôt, Franois"
240;;Bonjour @msinicha  Je vous propose de consulter le dossier pour vous tenir au courant. Je vous invite à m'envoyer en message privé vos coordonnées.  à bientôt, Franois
241;;"Merci pour votre rapidité tout d'abord et à croire qu'ils ont vu mon message car ils viennent de m'appeler. Et apparemment il y aurait un souci, chez eux il est indiqué qu'il n'y a eu que la pré-étude qui a été faite alors que les travaux sont bels et bien terminés depuis mi-novembre. Du coup la personne a envoyé un mail au ""service"" de ma région. Si elle a des nouvelles elle me recontactera.      Désolé pour le dérangement...  ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s)."
242;;C'est noté ! Je reste à disposition.  Franois
243;;@Gyzmo14_ tic tac, tic tac   ==================================== cordialement coolbreeze
244;;"Merci @coolbreeze_, en principe pour le raccordement il ne devrait pas y avoir de problmes sachant que c'est un immeuble neuf, que mon appart est collé à la colonne o arrive la Fibre. En plus je souhaite juste qu'il fasse venir la Fibre au niveau du compteur là o se trouve ma Livebox. Mais bon, on ne sait jamais... Je préfre tre prudent !!    Sinon pour le ""record"", en tout cas mon PC fixe (que j'ai monté moi mme) en a assez dans le ventre pour gérer un tel débit (SSD, carte réseau 1Gb/s etc...). Maintenant à voir si j'aurai le mme débit que toi, mme si c'est pas le 1Gb/s je t'avoue que je serai totalement satisfait !! ^^  ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s)."
245;;@Gyzmo14_Toc toc toc, c'est votre pour raccordement fibre lol ==================================== cordialement coolbreeze
246;;Quelle chance ! ) Dites moi, je me suis renseigné et j'aimerai avoir une confirmation. Il semblerai que les deux mois de délai légal d'accord du syndic commence à la signature en AG. Lorsque Orange a reu l'accord du syndic il n'y a plus de délais d'attente légal, si ?! La dame au num 08.... M'a dit que pour ma part, Orange a reu l'accord syndic le 7 janvier et que pour elle, elle ne voit pas d'autre délai à attendre sinon le délai des travaux..
247;;Normalement il y a deux mois o le syndic peut se rétracter... ==================================== cordialement coolbreeze
248;;Ok merci!
249;;Je peux le dire enfin, j'ai la Fibre !! Je suis le plus heureux des geeks ! ^^    ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
250;;@Gyzmo14_bonjour ! Merci pour votre partage d'expérience ! Si je reprends votre premier message, les délais ont été respectés jour pour jour. Bonne Fibre à vous :-)
251;;Je vous en prie, voici comme promis les récapitulatif des étapes sachant que la convention avait été envoyée à mon syndic en janvier 2015.   03/09/15 : Signature de la convention lors de l'Assemblée Générale. 04/11/15 : Confirmation par Orange (au téléphone) que l'accord du syndic a été validé. (il faut patienter 2 mois aprs signature pour la validation) 09/11/15 : Des techniciens sont venus faire la pré-étude pour le raccordement. 05/01/16 : Début des travaux dans l'immeuble. 07/01/16 : Fin des travaux et pose de la pancarte dans le hall indiquant que l'immeuble est fibré par Orange. 20/01/16 : Souscription possible à une offre Fibre. 21/01/16 : Intervention du technicien à mon domicile pour l'installation de la Fibre.     Je n'ai plus qu'à profiter !!!   ----------------------------------------------------------------- Offre Livebox Jet Fibre (1Gb/s).
252;;"@Gyzmo14 : C'est une excellente nouvelle, joli test de débit ! @coolbreeze reste trs légrement devant ;-) Franois"
253;;"Bonjour,   Multi TV - On vous dit tout... ou presque !   Pour vendre, a pas de souci, vous savez faire. Je souhaitais un 2me décodeur TV, je l'ai eu et en 72 heures. Mais que voulez-vous que j'en fasse ? J'ai bien parlé de liveplug au téléphone mais à aucun moment il m'a été dit qu'il fallait les acheter en plus.   C'est évident pourtant lorsque j'explique mon utilisation future de ce 2me décodeur, que je parle de plug via le réseau électrique. Mais a on s'est bien gardé de me le dire.   Encore une fois je suis déu par orange et ses pratiques commerciales. Lamentable. Depuis le temps que je regarde ce que font les autres opérateurs, je pense que je ne vais pas tarder à sauter le pas. Je l'ai déjà fait depuis quelques temps pour le mobile, alors pourquoi pas pour la fibre et le multi tv !   Trs déu, tout est fait pour ""cracher au bassinet"". Cordialement."
254;;Bonjour @iahhel_  C'est vraiment scandaleux ! Je suppose qu'on ne vous a pas fourni aussi le téléviseur !         Bonne Année ------------------------------------------------------------------------------------------------------------- ÒJ'entends et j'oublie, Je vois et je me souviens, Je fais et je comprends.Ó (Confucius)
255;;dispobiz, une grosse arnaque avec la complicité d'orange car Orange sert d'intémerdiare.   Il ne me semble pas avoir vu un avertissement sur un site comme quoi c'était payant.
256;;  Orange a le plaisir de vous informer l'accessibilité sur le lien http://autonomie.orange.fr/   C'est gr‰ce à la webcam pour les personnes sourdes et malentendantes,   Contactez un conseiller par visio en langue des signes franaise ou par écrit. Ouvert tous les mardis et jeudis de 9h30 à 12h00 et de 14h30 à 17h00 sans interruption.   Rendez-vous sur le site web http://autonomie.orange.fr/ ou orange.fr>boutique>autonomie   Cordialement   Denis GAUTIER Conseiller espace autonomie sourds et malentendants Résolu ! Accéder à la solution.
257;;Super Il faudrait peut-tre demander à ce que cela soit mis en avant, pour plus de visibilté...
258;;Bonjour vous,   Allez je m'y colle   A Stéphanie Community Manager Bonjour   L'espace autonomie sourds et malentendants étant un plus établie par la société Orange, pouvez-vous faire en sorte que cette bonne nouvelle et ce lien apportés par Gautier soient visibles et facilement accessibles pour toutes les personnes ayant besoin de ce moyen de communication?   Merci pour eux   Bonne journée   En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
259;;ouais   ce que je trouverai encore mieux ce serait que les usagers concernés interviennent ici.   et puissent donner leur avis et améliorer le truc.   je refile l'info à un jeune voisin.
260;;Merci @gautier d'avoir partagé avec la communauté cette information !   Stéphanie
261;;Super,   Aprs rodage de ce service, je ne peux que souhaiter qu'Orange le fasse connaïtre et qu'il se généralise auprs des administrations et sociétés, telles que les banques par exemple.   Il a quelques années, un service de transcription de messages vocaux en e-mail (SMS dirait-on plutôt aujourd'hui) avait été testé chez Orange, encore France Télécom à l'époque. Si c'est techniquement réalisable, cela rendrait un réel service aux sourds et malentendants incapables de prendre et suivre une discussion téléphonique ou comprendre un message vocal.   Cordialement.   Richard
262;;malheureusement personne ne réponds au bout du fil.......faut il attendre des heures la connexion?
263;;"Bonjour,   Vous pouvez contacter par webcam tous les mardis et vendredis à partir de 9h30. Vous pouvez prendre la procdure de l'icone ""Mozilla Firefox"".   Dans l'attente de la rencontre, je vous remercie d'avance. Cordialement   Denis Gautier"
264;;Bonjour,   Je voudrais savoir si la Boutique Orange située Place Jeanne d'Arc à Paris 13 est toujours spécialisée pour les malentendants ?   Avec mers remerciements
265;;Bonjour Janin     J'ai trouvé  4 adresses spécialisées en autonomie mais celle dont tu fais mention n'est plus utilisée. (elle l'était en 2013) Toujours située dans le 13me mais pas à la mme adresse :  Paris :  131 avenue de France (13me)   Voir sur lien ci-dessous : http://bienvivreledigital.orange.fr/autonomie/trouvez-votre-interlocuteur-privilegie   @+   En ce Nouvel An, si nous ne sommes pas plus que nous ne soyons pas moins.
266;;Bonjour,   Vous tes client Orange et souhaitez accéder à votre espace client :   Toutes les réponses pour accéder à votre espace clients Orange et gérer votre compte sont dans le forum.   Identifiez-vous pour accéder à vos comptes mobile, Internet et fixe Vous pouvez également consulter l'assistance sur orange.fr pour trouver les réponses à vos questions sur l'espace client:   Offre la ligne fixe Orange: http://assistance.orange.fr/telephone-fixe/votre-compte-gerer-votre-compte-fixe-compte_fixe.php   Offre Internet http://assistance.orange.fr/internet-haut-debit-adsl/sur-orange-fr-s-identifier-ofr_sidentifier.php et: http://assistance.orange.fr/presentation-du-compte-internet-de-l-espace-client-22.php
267;;Bonjour, Qui peut me dire comment me faire annuler l'achats de multimédia de 25€99 par SMS ? En vérifiant mon suivi conso j'ai constaté un achat multimédia. Je n'ai jamais rien acheté ni personne de mon entourage. Je pense aller à l'association de consommateur pour me faire aider, je sens l'arnaque et le non remboursement. Qui sais ce qu'il faut faire pour ne pas avoir à payer ou au moins pour me faire rembourser rapidement ? Merci VM Résolu ! Accéder à la solution.
268;;Bonjour,   Tout d'abord souscrire à l'option gratuite: Option de blocage des achats multimédias et SMS+: http://sites.orange.fr/shop/forfaits_mobiles/options/fiches/option_blocage_achats_multimedia.html   Ensuite tentez un geste auprs du service client: http://contact.orange.fr/
269;;Bonjour soleil1960 Afin de vous venir en aide, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle. Bonne journée. Philippe
270;;comment faire pour bloquer les achats contact+ sur internet (40,53) alors que je n achete jamais sur internet  je n ai pas confiance soleil1960 a écrit : Bonjour, Qui peut me dire comment me faire annuler l'achats de multimédia de 25€99 par SMS ? En vérifiant mon suivi conso j'ai constaté un achat multimédia. Je n'ai jamais rien acheté ni personne de mon entourage. Je pense aller à l'association de consommateur pour me faire aider, je sens l'arnaque et le non remboursement. Qui sais ce qu'il faut faire pour ne pas avoir à payer ou au moins pour me faire rembourser rapidement ? Merci
271;;"Bonjour chri2 , Pour bloquer les achats contact+ sur internet, je vous invite à consulter la FAQ ""désactiver les achats contact+""  Bonne journée  J3SSY"
272;;Bonjour, Merci pour votre réponse. En effet j'ai désctivé l'option achat multimédia. J'ai téléphoné au 3970, ils m'ont répondu, qu'ils me remboursaient exceptionnellement, car je n'avais pas eu d'autres demandes auparavant. Je dois avoir la déduction sur ma prochaine facture, à suivre. Cordialement,   VM
273;;On se fait arnaqué !!! J'ai accouché de jumelles, je n'ai pas eu le temps de vérifier tout mes compte tellement j'étais occupée ! Souvent je m'inquiétais de payer autant de facture orange ! Et bien que la facture détaillée soit présente sur mon compte, je ne vais jamais sur le compte car je fais confiance à Orange. Mais depuis plusieurs mois je reois des sms m'indiquant des achats ou abonnement multimédia, j'ai pensé en premire instance qu'il s'agissait de services inclus dans l'abonnement mais souvent ces messages vous arrivent vers minuit ou presque. J'ai demandé à recevoir les factures papiers (dailleurs je ne me souviens pas avoir résilier ce service, orange le fait pour vous sans vous demander !) Et là surprise : 27.92 € d'achats multimédia. ! Puis je vois sur le site une rubrique arnaque achat multimédia. Enfin j'ai compris pourquoi je payais autant de facture. Je me suis tout de suite désabonnée à ce service comme il était recommandé et j'ai demandé le remboursement à Orange de ces achats. J'attends leur réponse. En fonction de celle ci je pense que je vais me tourner vers un autre opérateur !
274;;Bonjour mz78, Concernant la facturation d'achats multimédia, je vous invite à les désactiver depuis votre Espace client. Pour toutes réclamations, vous pouvez suivre ce lien : http://formulaires.services.orange.fr/199 Cordialement.
275;;mz78 a écrit : On se fait arnaqué !!! J'ai accouché de jumelles, je n'ai pas eu le temps de vérifier tout mes compte tellement j'étais occupée ! Souvent je m'inquiétais de payer autant de facture orange ! Et bien que la facture détaillée soit présente sur mon compte, je ne vais jamais sur le compte car je fais confiance à Orange. Mais depuis plusieurs mois je reois des sms m'indiquant des achats ou abonnement multimédia, j'ai pensé en premire instance qu'il s'agissait de services inclus dans l'abonnement mais souvent ces messages vous arrivent vers minuit ou presque. J'ai demandé à recevoir les factures papiers (dailleurs je ne me souviens pas avoir résilier ce service, orange le fait pour vous sans vous demander !) Et là surprise : 27.92 € d'achats multimédia. ! Puis je vois sur le site une rubrique arnaque achat multimédia. Enfin j'ai compris pourquoi je payais autant de facture. Je me suis tout de suite désabonnée à ce service comme il était recommandé et j'ai demandé le remboursement à Orange de ces achats. J'attends leur réponse. En fonction de celle ci je pense que je vais me tourner vers un autre opérateur ! Bonjour, J'ai eu aussi des achats multimédiats facturés alors que je n'avais rien acheté. Comme vous, je me suis désabonné et j'ai réinitialisé mon téléphone au cas ou il soit piraté. J'ai demandé le remboursement à Orange, ce qu'ils ont fait en me disant qu'ils acceptaient car je n'avais pas eu d'autres demandes du mme genre. Je n'ai pas bien compris la réponse, mais le principale c'est que j'ai bien été remboursé sur la facture du mois suivant. La seule chose que je regrette, c'est qu'ils n'aient pas pu supprimer l'achat ds que je m'en suis aperu. Il a fallu avancé l'argent et ensuite me faire rembourser.  En esperant t'avoir été utile,   VM
276;;Bonjour,   J'ai éxactement le mme probléme, je recherche une solution rapide!   Merci
277;;"Bonjour,   Depuis mon espace client, j'essaie depuis le 22/11 d'accéder à la page ""Paramétrer mes serices"" de mon abonnement Internet.   J'obtiens systématiquement l'erreur suivante :   ""Le service est momentanément indisponible. Veuillez nous excuser pour la gne occasionnée. Nous vous invitons à vous reconnecter ultérieurement.""   Est-il prévu de rétablir la possibilité de gérer ses options en ligne ?   Merci        "
278;;Bonjour,   Avez-vous essayer à partir d'un autre navigateur ? Vous avez peut-tre un souci sur votre espace client et il faut appeler dans ce cas le service client (3900 ou 3970 client open)   Cdt Citation de Pierre Dac : Avec de la méthode et de la logique on peut arriver à tout aussi bien qu'à rien. Jacky95
279;;Echecs sur Mac avec FF et Safari et sur Windows 7 avec IE et FF. :-(
280;;Bonjour,   Avez-vous appeleé le service client ? A notre niveau, on est des clients comme vous, on ne peut rien faire sur ce genre de problme.   Cdt Citation de Pierre Dac : Avec de la méthode et de la logique on peut arriver à tout aussi bien qu'à rien. Jacky95
281;;La pages permettant de faire les modifications est maintenant joignable ! Cependant, j'attends la migration de mon abonnement en VDSL2 avant de désactiver ces services.
282;;Bonjour,   Si cela refonctionne tant mieux, peut-tre une indispo du à votre passage vers le VDSL.   Cdt Citation de Pierre Dac : Avec de la méthode et de la logique on peut arriver à tout aussi bien qu'à rien. Jacky95
283;;Bonjour,   Actuellement en ADSL2 avec mon propre matériel, je souhaite bénéficier du VDSL2 avec encore mon propre matériel compatible.   Je n'utilise pas la télévision. Je n'utilise pas le téléphone. Je n'appelle jamais Orange suite à des problmes techniques et donc je ne viendrai pas me plaindre si j'en ai.   Le souci étant qu'il semble que cette Livebox soit obligatoire pour le VDSL2 à la différence de l'ADSL2. Sauf que la Livebox est une location et dans les CGV, il n'est mentionné absolument nulle part l'obligation de louer (ou de disposer) d'une Livebox pour la connexion internet en VDSL2. Les obligations sont faites sur le téléphone et la télévision, deux choses que je n'utilise pas et ne souhaite pas utiliser.   Ma question est simple, puis-je bénéficier du VDSL2 sans Livebox ? Si non, quand allez-vous modifier les CGV pour faire apparaïtre cette obligation de Livebox et donc d'une certaine manire de location forcée pour un service qui n'en a pas besoin. Il y a pléthore de modems VDSL2 pouvant utiliser le réseau Orange sans créer de dysfonctionnement puisqu'utilisant les mmes réglages qu'une banale Livebox.   Qui est plus est, d'aprs les différences expériences, il semblerait que détenir une Livebox sans utiliser (en la laissant dans son carton) permette de jouir du VDSL2 avec un autre modem sans aucun problme.   Merci ! Résolu ! Accéder à la solution.
284;;Au cas o ce message n'aurait été vu...
285;;Bonjour @Démocrite  Si vous souhaitez que je regarde si vous tes éligible au VDSL2 merci de me communiquer vos coordonnées (nom, adresse, numéro de téléphone) en message privé Cordialement.
286;;Aprs réponse du Ç webconseiller È (merci à lui pour son efficacité), c'est bien évidemment impossible, Orange vous impose une Livebox, rien à faire.   Donc la solution est simple, pour VDSL2 sans Livebox, vous prenez la Livebox et payez les 3€ par mois de plus et vous la laissez dans son carton. Trs intelligent, n'est-ce pas ?   Surtout que si vous ne souhaitez pas de Livebox, c'est que vous n'utilisez pas le téléphone ou encore la télévision, faisant de vous un cot moindre pour Orange, mais non, pour vous remercier, une Livebox dans son carton pour 3€ par mois, 36€ par an, 360€ pour dix ans et les emmerdes qui vont avec.   Donc je paye 47€ par mois (internet + abonnement fixe) juste pour de l'ADSL2, je suis un bon pigeon pour Orange. Merci de me traiter ainsi.   Ah et le plus marrant, je regarde par curiosité mes frais pour résilier, on me parle de 50€, sachant que je suis abonné Wanadoo/Orange depuis la nuit des temps. Je suppose qu'entre les multiples changements de contrats imposés, Orange a trouvé le moyen de pigeonner un peu plus les gens comme moi.   Bref, sympa cette entreprise ! Je prendrai des actions !
287;;Bonjour @Démocrite_  dans les cgv, vous pouvez lire ceci :   Pour une connexion VDSL2 : Accs à Internet VDSL2 avec un débit descendant atteignable en général de 1 à 15 Mb/s, pouvant tre compris entre 15 et 50 Mb/s uniquement sur les lignes les plus courtes (moins de 1km) et un débit montant atteignable en général inférieur à 1 Mbit/s pouvant atteindre 8 Mb/s uniquement pour les lignes les plus courtes (moins de 1km) avec Livebox compatible. Débit variable en fonction de la longueur de la ligne sous réserve d'éligibilité technique. Débit descendant minimum garanti de 512 kb/s.
288;;COMPATIBLE, adj.
289;;Qui est susceptible de s'accorder avec. Oui et alors ? Mon modem est compatible VDSL2 merci.   D'ailleurs pour l'ADSL on peut lire la mme chose dans les CGV  :   Pour une connexion ADSL : Débit descendant atteignable en général de 1 à 15 Mb/s et un débit montant atteignable en général inférieur à 1 Mbit/s avec Livebox compatible. Débit variable en fonction de la longueur de la ligne. Débit descendant minimum garanti de 512 kb/s.   Nous sommes certainement des milliers à utiliser l'ADSL Orange sans Livebox.   Orange doit utiliser le ou les mots suivants :   obligatoire nécessaire obligé(e) inéluctable requis(e) indispensable imposé(e) forcé(e) exigé(e) ... il y a srement beaucoup d'autres synonymes.   Ou alors plus simple, Orange ajoute ces 3€ au prix de l'abonnement pour tout le monde et on n'en parle plus, car plus aucune raison de se plaindre sur ce sujet.
290;;"Votre modem est compatible mais ce n'est pas une livebox. Ce n'est pas ecrit ""avec modem compatible"".   Vous avez demandé o il était ecrit qu'il fallait une livebox pour le vdsl. Je réponds. Orange peut imposer la livebox play pour le vdsl et on ne peut pas s'y opposer.   Pour l'adsl, vu qu'il y a des livebox compatibles en vente, ca va etre compliqué de forcer une location.   Pour le vdsl, je consens que la location de la livebox devrait etre inclu dans l'abonnement puisqu'elle est rendu obligatoire."
291;;aerotech , Orange me donne plus envie d'aller à la conccurence avec de tel procédé ! ! ! Avoir le choix , en toute connaissance de cause , ce n'est pas demander la lune .  L'image de la marque se dégrade encore !
292;;.../...
293;;Bonjour,   J'ai effectué une résiliation en fin d'année 2015 qui est validée et effective depuis le 11/01/2016.   Cependant, à ce jour je n'ai pas eu la moindre nouvelle concernant la restitution du matériel. De toute manire, a ne me gne pas de ne pas avoir reu le bordereau chronopost car je souhaiterais rendre le tout dans une agence Orange en mains propres.   Mardi 26 Janvier, j'ai rendez-vous pour l'état des lieux de sortie de mon appartemment et la boutique Orange est située à 5 minutes...c'est l'occasion !   Du coup, quelles sont les modalités pour restituer le matériel ? Dois-je fournir un justificatif ou autre comme quoi j'ai bien résilié ?   Et qu'en est-il de l'accompte de 50€ versé à l'ouverture de la ligne ?     En vous remerciant,   Dimitri C.
294;;Bonjour,   Si vous n'avez toujours pas de nouvelle le 26, rapportez le materiel en boutique et demandez un recu. Normalement la reception du materiel declenche le remboursement de la garanti pour le decodeur TV de 49euros sous 10 jours
295;;"Bonjour,   Rien qu'avec mon nom/prénom ils pourront vérifier que c'est résilié ou bien dois-je amené une ""preuve"" ?   Cordialementt"
296;;Bonsoir,   Je suis excédée par le fait que de mon domicile je rencontre des problmes de connexions à Internet avec mon PC et surtout avec mon smartphone o je n'ai jamais de réseau (donc impossibilité de l'utiliser sauf comme un téléphone basique) alors que je paie un abonnement trs honéreux. J'estime tre compltement lésée et je vous demande donc de me rembourser une partie de mon abonnement, ce que vous me prélevez étant abusif et prohibitif comme tenu de votre manquement.
297;;Bonjour,   Vous tes sur un forum d'entraide entre clients d'Orange et nous ne pouvons pas apporter de réponses à votre question. Voir ici pour faire une réclamation. Vous pouvez décrire votre probme pour avoir une aide de notre part, à vous lire j'ai l'impression que vous avez 2 problmes, un avec la connexion du PC à ilnternet et l'autre avec la connexion au réseau du smartphone.   Cdt Citation de Pierre Dac : Avec de la méthode et de la logique on peut arriver à tout aussi bien qu'à rien. Jacky95
298;;bonsoir je n'arrive plus a télécharger mes factures . on ma dit de télécharger google chrome  et c'est toujours pareil merci de m'aider
299;;@papiche_ Bonsoir je vous invite à verifié si votre adobe player est a jours ( logiciel qui permet l'ouverture de PDF)        en contre partie je vous invite à téléchargez vos factures avec mozila firefox    bonne soirée
300;;"Bonsoir @Jonathan2210_  Jonathan2210 a écrit : @papiche ... je vous invite à verifié si votre adobe player est a jours... Je suppose que tu voulais parler de Adobe reader ;-) Tu as le choix chez Adobe entre un player (pour le flash) et le reader pour les pdf. Avant de cliquer sur télécharger dans la page de téléchargement, bien penser à décocher la case qui installe un logiciel complémentaire. Bonne soirée PhilDur   Faites confiance aux produits libres : Firefox, Thunderbird, LibreOffice, Irfanview, VLC, 7-zip, FileZilla Votre machine vous en remerciera"
301;;@PhilDur_ bonsoir :-) oui effectivement adobe reader ....
302;;bonjour c'est papiche merci pour le conseil a marche à +
303;;Bonsoir, Je souhaiterais résilier mon forfait let's go : pourriez-vous m'aider à faire le nécessaire s'il vous plaït, je n'ai pas réussi à joindre le service client.   Cordialement Résolu ! Accéder à la solution.
304;;@rosooo  bonjour, Si vous souhaitez que je résilie votre forfait let's go, merci de me communiquer vos coordonnées (nom, adresse, numéro de téléphone) en message privé Cordialement.
305;;Merci de me rappeler qu'il faut appeler le service client pour résilier, alors que je n'arrive pas à les joindre !!!!
306;;"Bonsoir , juste pour informer la communauté , il m'a été impossible de rendre cette livebox play ! Pourtant dans mon espace client , il est bien indiqué ""non résiliable en ligne"". Donc c'est possible ! Je cherche dans mon espace client plus d'infos , pas terrible . Surtout lorsque l'on tombe sur l'espace résiliation , qui m'indique bien que je ne suis plus engagé mais que les frais de résiliation se montent à 50€ . Là , pas de doute , ils ont le sens du commerce chez Orange . Je surfe donc en VDSL 2 avec mon modem Asus DSL-AC68U , et la liveboxplay est bien rangé dans son carton . J'entends bien que chez la conccurence , c'est pareil ! Eh bien justement , avoir un peu de bon sens , c'est interdit a personne .Et ne pas commettre les mmes betises , surtout ! Lors de mes précédentes migrations , j'ai pu me passer ou rendre la box sans problme ! Imposer un matériel , surtout lorsque il y a bien mieux sur le marché , c'est pas terrible , commercialement parlant . J'entends aussi que la box sert au SAV . A vous d'en faire part au client , si il fait le choix de s'en passer . Donner le choix au client serait une bonne idée ! Je sais bien que ce forum ne peut apporter de solution a ces faits ! Mais si un modérateur Orange le transmettait à la direction commerciale. Ah , mince , mme eux ne peuvent pas leur faire parvenir un mail , c'est ballot ! Surtout bon courage au modo , ils vous en faut ."
307;;"bonsoir vax4, faut-il comprendre que tu t'es rendu en boutique et que tu n'as pu rendre la livebox play contre un bon SAVI ? Commercialement je comprends qu'on ne puisse le faire en ligne , techniquement je ne vois pas o a bloque ....  Quant aux frais de résiliation , les consommateurs ont pointé du doigt Orange qui faisait encore des abonnements engageants mais sans frais de résil aprés 12 mois.... incité  par la croyance que c'était mieux , la concurrence (et peut-etre l'arcep) Orange s'est aligné ... quoi de plus normal... perso , je trouve dommage de se passer de la gestion et des accotés des livebox, mais comme dis Régis ""yen a qui ont essayé..."" bon courage,   cdlt Jet sans Abo/LB3/IHD92/"
